"longitude" "latitude"
"1" -99.4230769230769 37.2692307692308
"2" -93.1923076923077 37.2692307692308
"3" -111.884615384615 29.8076923076923
"4" -105.653846153846 29.8076923076923
"5" -99.4230769230769 29.8076923076923
"6" -105.653846153846 22.3461538461538
"7" -99.4230769230769 22.3461538461538
"8" -86.9615384615385 14.8846153846154
"9" -80.7307692307692 7.42307692307693
"10" -74.5 7.42307692307693
"11" -68.2692307692308 7.42307692307693
"12" -62.0384615384615 7.42307692307693
"13" -80.7307692307692 -0.038461538461533
"14" -74.5 -0.038461538461533
"15" -68.2692307692308 -0.038461538461533
"16" -62.0384615384615 -0.038461538461533
"17" -55.8076923076923 -0.038461538461533
"18" -49.5769230769231 -0.038461538461533
"19" -74.5 -7.49999999999999
"20" -68.2692307692308 -7.49999999999999
"21" -62.0384615384615 -7.49999999999999
"22" -55.8076923076923 -7.49999999999999
"23" -49.5769230769231 -7.49999999999999
"24" -43.3461538461539 -7.49999999999999
"25" -37.1153846153846 -7.49999999999999
"26" -74.5 -14.9615384615385
"27" -68.2692307692308 -14.9615384615385
"28" -62.0384615384615 -14.9615384615385
"29" -55.8076923076923 -14.9615384615385
"30" -49.5769230769231 -14.9615384615385
"31" -43.3461538461539 -14.9615384615385
"32" -68.2692307692308 -22.4230769230769
"33" -62.0384615384615 -22.4230769230769
"34" -55.8076923076923 -22.4230769230769
"35" -49.5769230769231 -22.4230769230769
"36" -43.3461538461539 -22.4230769230769
"37" -68.2692307692308 -29.8846153846154
"38" -62.0384615384615 -29.8846153846154
"39" -55.8076923076923 -29.8846153846154
"40" -49.5769230769231 -29.8846153846154
"41" -68.2692307692308 -37.3461538461538
"42" -62.0384615384615 -37.3461538461538
"43" -74.5 -44.8076923076923
"44" -68.2692307692308 -44.8076923076923
"45" -74.5 -52.2692307692308
"46" -68.2692307692308 -52.2692307692308
