LONG	LAT	SES.SIZE.DISPARITY	SES.SHAPE.VENTRAL
-70.28	-17.87	-0.352943476	-1.752314813
-69.28	-17.87	-0.456902807	-1.944110474
-68.28	-17.87	-0.672835287	-1.258151694
-67.28	-17.87	-0.916051363	-2.244031169
-66.28	-17.87	-0.570230027	-1.615888928
-65.28	-17.87	-0.380867624	-0.9102901
-64.28	-17.87	0.213172946	-1.121389225
-63.28	-17.87	0.056984784	-1.058494598
-62.28	-17.87	-0.341122618	-1.717520646
-61.28	-17.87	-0.307084827	-2.287504109
-60.28	-17.87	-0.433070628	-1.966859296
-59.28	-17.87	-0.312319235	-2.278737052
-58.28	-17.87	-0.01477214	-2.537928638
-57.28	-17.87	-0.098494064	-2.407543382
-56.28	-17.87	3.523149942	-1.80888153
-55.28	-17.87	2.711147406	-1.354883653
-54.28	-17.87	3.130179797	-0.653224593
-53.28	-17.87	2.870045502	-0.78231274
-52.28	-17.87	2.862356258	-0.690496158
-51.28	-17.87	2.880102875	-1.16417577
-50.28	-17.87	2.353856281	-0.702576608
-49.28	-17.87	3.699166837	-0.511285841
-48.28	-17.87	2.60937393	0.386824655
-47.28	-17.87	3.131447277	0.533833559
-46.28	-17.87	4.023355536	1.483589076
-45.28	-17.87	2.581479848	0.689224098
-44.28	-17.87	3.162018628	0.806116336
-43.28	-17.87	0.807115523	0.960992121
-42.28	-17.87	0.597037726	0.795937876
-41.28	-17.87	0.952211565	-0.921651414
-40.28	-17.87	1.02984185	0.041804784
-72.28	-16.87	-0.342964429	-1.209141211
-71.28	-16.87	-0.568377059	-2.362427968
-70.28	-16.87	-0.586942177	-2.28887453
-69.28	-16.87	-0.731974303	-2.74115316
-68.28	-16.87	-0.590429854	-1.566751468
-67.28	-16.87	-0.839910722	-2.325838036
-66.28	-16.87	-0.431999317	-1.277997365
-65.28	-16.87	-0.137409534	-1.480993657
-64.28	-16.87	-0.066295723	-0.659441712
-63.28	-16.87	0.366644042	-1.164207461
-62.28	-16.87	-0.067482929	-1.31684131
-61.28	-16.87	-0.436958643	-2.171256418
-60.28	-16.87	-0.265156596	-1.758744801
-59.28	-16.87	4.120272364	-1.42444533
-58.28	-16.87	3.222500659	-1.850524199
-57.28	-16.87	2.576122129	-1.153137712
-56.28	-16.87	2.963861685	-0.259068405
-55.28	-16.87	2.515498619	-0.291728551
-54.28	-16.87	2.654485513	-0.110858294
-53.28	-16.87	4.224018378	0.085596679
-52.28	-16.87	3.168604486	0.083576299
-51.28	-16.87	2.512151021	0.044542715
-50.28	-16.87	2.402043779	0.152774447
-49.28	-16.87	3.109545139	0.263500994
-48.28	-16.87	3.672302542	0.123528458
-47.28	-16.87	3.085521131	0.846210946
-46.28	-16.87	3.638388265	0.977867691
-45.28	-16.87	0.55874751	0.661744168
-44.28	-16.87	0.575801242	0.438657276
-43.28	-16.87	0.593857031	0.503736488
-42.28	-16.87	0.864446551	1.305691325
-41.28	-16.87	0.690250884	0.40260973
-40.28	-16.87	0.883011962	0.09225036
-39.28	-16.87	1.062127347	-0.074386582
-74.28	-15.87	-0.035221957	-1.409392661
-73.28	-15.87	-0.15626277	-1.580602125
-72.28	-15.87	-0.511789765	-2.073270755
-71.28	-15.87	-0.518189243	-2.514857748
-70.28	-15.87	-0.594178497	-2.450649773
-69.28	-15.87	-0.752266513	-1.427331245
-68.28	-15.87	-0.610714277	-1.554527223
-67.28	-15.87	-0.401400518	-1.697302305
-66.28	-15.87	0.08100051	-0.806148863
-65.28	-15.87	0.35951309	-1.606544504
-64.28	-15.87	0.371539698	-1.025028785
-63.28	-15.87	-0.111973864	-1.376338948
-62.28	-15.87	-0.060707934	-1.266584075
-61.28	-15.87	3.475762999	-0.893113221
-60.28	-15.87	4.07803914	-0.766230915
-59.28	-15.87	3.445123362	-1.218253705
-58.28	-15.87	3.340208182	-1.753714844
-57.28	-15.87	2.87412226	-0.816426922
-56.28	-15.87	2.616059602	-0.868190482
-55.28	-15.87	2.46566575	-0.485828308
-54.28	-15.87	3.09569425	-0.20391756
-53.28	-15.87	2.835723978	-0.295327195
-52.28	-15.87	3.430735101	0.01115534
-51.28	-15.87	2.669866919	0.158153586
-50.28	-15.87	2.437080962	0.068506672
-49.28	-15.87	2.861994012	0.095486317
-48.28	-15.87	3.277122235	0.564644045
-47.28	-15.87	0.496184451	0.731409573
-46.28	-15.87	0.184560985	0.675805796
-45.28	-15.87	0.390545068	0.397402316
-44.28	-15.87	0.071787239	1.163132827
-43.28	-15.87	0.728016254	0.745704863
-42.28	-15.87	0.527895142	0.708204647
-41.28	-15.87	0.858713834	0.190462791
-40.28	-15.87	0.963370942	0.013924011
-39.28	-15.87	0.861322232	-0.140416637
-75.28	-14.87	-0.504200414	-2.073554085
-74.28	-14.87	-0.208236949	-2.32381567
-73.28	-14.87	-0.207512495	-2.088952261
-72.28	-14.87	-0.586292166	-1.520798219
-71.28	-14.87	-0.620498201	-1.419855829
-70.28	-14.87	-0.613661977	-1.293453695
-69.28	-14.87	-0.702067064	-1.277109779
-68.28	-14.87	1.802869274	0.265271201
-67.28	-14.87	2.094338232	-0.048771209
-66.28	-14.87	2.867290883	-0.233824428
-65.28	-14.87	3.012294878	0.131143129
-64.28	-14.87	2.491728208	-0.021656138
-63.28	-14.87	2.846783783	-0.824109738
-62.28	-14.87	2.699491658	-0.882773831
-61.28	-14.87	2.921294946	-1.135422951
-60.28	-14.87	2.622765697	-0.72312723
-59.28	-14.87	2.307388854	-1.070301696
-58.28	-14.87	3.010326352	-1.802238745
-57.28	-14.87	2.47516993	-0.789778732
-56.28	-14.87	2.87836197	-0.736971782
-55.28	-14.87	3.658123301	-0.186163301
-54.28	-14.87	3.441315249	-0.449749649
-53.28	-14.87	2.684738219	-0.364663067
-52.28	-14.87	3.128794652	-0.568661807
-51.28	-14.87	2.808794477	-0.645995131
-50.28	-14.87	2.59199945	-0.049070168
-49.28	-14.87	4.005004734	-0.196916133
-48.28	-14.87	0.214444592	-0.478850912
-47.28	-14.87	0.343680948	0.031564938
-46.28	-14.87	0.358751294	0.445310411
-45.28	-14.87	0.499207754	0.150204141
-44.28	-14.87	0.744666734	1.052262442
-43.28	-14.87	0.01091224	0.889854358
-42.28	-14.87	-0.03283146	0.595789778
-41.28	-14.87	0.66406437	0.854786615
-40.28	-14.87	0.557969502	0.389767448
-39.28	-14.87	1.11333476	-0.099227659
-76.28	-13.87	-0.301337098	-2.574805483
-75.28	-13.87	-0.693122872	-2.59420966
-74.28	-13.87	1.127302517	-0.4986022
-73.28	-13.87	1.01320256	-0.201591245
-72.28	-13.87	-0.51415237	-0.747703518
-71.28	-13.87	-0.532018993	-0.619990587
-70.28	-13.87	-0.38878628	-0.70740245
-69.28	-13.87	1.519631507	0.087531249
-68.28	-13.87	2.356196333	-0.04205714
-67.28	-13.87	3.505560291	-0.327848877
-66.28	-13.87	4.091748653	0.147363744
-65.28	-13.87	3.648211159	-0.009496575
-64.28	-13.87	2.685800277	-1.036997237
-63.28	-13.87	2.788967738	-1.498033627
-62.28	-13.87	2.860756531	-0.833147942
-61.28	-13.87	2.777719389	-0.869964228
-60.28	-13.87	3.160137276	-1.614442111
-59.28	-13.87	2.65086277	-0.999698595
-58.28	-13.87	2.831801228	-1.872984566
-57.28	-13.87	3.29123155	-0.260401889
-56.28	-13.87	3.265341825	-0.529783212
-55.28	-13.87	3.243421884	-0.237905673
-54.28	-13.87	3.075969066	-0.26743663
-53.28	-13.87	2.954435033	-0.393996272
-52.28	-13.87	2.409417004	-0.262196034
-51.28	-13.87	2.541894574	-0.705421094
-50.28	-13.87	2.485571986	-0.134776105
-49.28	-13.87	3.247715627	0.049983201
-48.28	-13.87	0.47967517	-0.270773865
-47.28	-13.87	0.120588117	0.185418067
-46.28	-13.87	0.227207612	0.299997331
-45.28	-13.87	0.324833388	0.423279961
-44.28	-13.87	0.244277525	0.976582315
-43.28	-13.87	0.143185469	0.800890554
-42.28	-13.87	-0.040256225	0.821386727
-41.28	-13.87	0.393882446	0.833668304
-40.28	-13.87	1.08561114	0.29191245
-39.28	-13.87	1.068712231	0.018835708
-76.28	-12.87	0.849189935	-1.906722906
-75.28	-12.87	0.49795099	-2.030238183
-74.28	-12.87	0.301948112	-0.855042038
-73.28	-12.87	0.318827918	-0.684225985
-72.28	-12.87	0.233649224	-0.132690653
-71.28	-12.87	0.245268904	-0.416047127
-70.28	-12.87	-0.400166154	-0.007635423
-69.28	-12.87	2.322934947	0.277968503
-68.28	-12.87	2.457478848	-1.954298505
-67.28	-12.87	2.656137341	-0.938993837
-66.28	-12.87	2.520240334	-1.170972533
-65.28	-12.87	3.027887931	-1.383930397
-64.28	-12.87	2.618713865	-1.573857288
-63.28	-12.87	3.523441449	-1.490453966
-62.28	-12.87	2.864769988	-0.644202084
-61.28	-12.87	3.231214052	-0.80257966
-60.28	-12.87	2.948847617	-1.066882761
-59.28	-12.87	2.869994036	-1.107054657
-58.28	-12.87	3.342561625	-1.53483897
-57.28	-12.87	2.974087726	-0.411087447
-56.28	-12.87	2.701167201	-0.594192803
-55.28	-12.87	2.948501307	-0.765719399
-54.28	-12.87	2.557974923	-0.699525721
-53.28	-12.87	3.151510697	-0.78240987
-52.28	-12.87	2.916220577	-0.756344413
-51.28	-12.87	3.156396008	-0.701942997
-50.28	-12.87	2.868468175	-0.738077818
-49.28	-12.87	-0.00958446	-0.455665486
-48.28	-12.87	-0.128013801	-0.353085348
-47.28	-12.87	0.216798063	0.105064856
-46.28	-12.87	0.261455822	0.279882414
-45.28	-12.87	0.227239854	0.1570397
-44.28	-12.87	0.132128183	0.617734119
-43.28	-12.87	-0.113288414	0.659775527
-42.28	-12.87	-0.099854373	0.771513596
-41.28	-12.87	-0.450973801	0.878374113
-40.28	-12.87	0.437474501	0.261924522
-39.28	-12.87	0.743184738	0.550738047
-76.28	-11.87	0.574174576	-1.907526144
-75.28	-11.87	0.768215208	-0.590920482
-74.28	-11.87	0.868213297	0.127576033
-73.28	-11.87	0.826531167	-0.304635379
-72.28	-11.87	0.548441005	-0.14354901
-71.28	-11.87	0.31396294	-1.055248608
-70.28	-11.87	0.184660717	-1.157258083
-69.28	-11.87	2.256362352	-0.974253251
-68.28	-11.87	2.393949459	-1.393991393
-67.28	-11.87	2.680757938	-1.10547836
-66.28	-11.87	2.778708672	-1.722024094
-65.28	-11.87	2.922843484	-2.007413386
-64.28	-11.87	2.698246563	-1.843048889
-63.28	-11.87	2.782072605	-1.834917804
-62.28	-11.87	2.922386478	-1.767721389
-61.28	-11.87	3.525213462	-0.491061681
-60.28	-11.87	3.04345367	-0.03637608
-59.28	-11.87	2.95250703	-1.378771921
-58.28	-11.87	0.334137171	-1.769181549
-57.28	-11.87	-0.00061385	-1.732414073
-56.28	-11.87	0.25935317	-1.953081548
-55.28	-11.87	-0.18211242	-2.510916326
-54.28	-11.87	-0.274294987	-1.587495782
-53.28	-11.87	2.150153149	-1.069219888
-52.28	-11.87	2.215692154	-1.142977491
-51.28	-11.87	2.579384223	-1.032664695
-50.28	-11.87	2.721609843	-1.103047887
-49.28	-11.87	-0.482364975	-0.507090402
-48.28	-11.87	-0.547180247	-0.481682781
-47.28	-11.87	-0.162827643	-0.003537089
-46.28	-11.87	-0.322659144	0.068642668
-45.28	-11.87	-0.277713276	0.365936307
-44.28	-11.87	-0.220662309	0.252936811
-43.28	-11.87	-0.026667693	0.886735281
-42.28	-11.87	-0.16472968	0.917726457
-41.28	-11.87	-0.217313403	0.990213569
-40.28	-11.87	0.576891355	0.59672824
-39.28	-11.87	0.32504611	0.795584958
-38.28	-11.87	0.628579645	0.473900033
-77.28	-10.87	-0.657011611	-2.566078605
-76.28	-10.87	0.124192997	-2.125573432
-75.28	-10.87	0.562672818	-0.564625057
-74.28	-10.87	0.922089072	0.072617141
-73.28	-10.87	0.487813551	-0.720413716
-72.28	-10.87	0.809054842	-1.549424142
-71.28	-10.87	0.623448432	-1.186491541
-70.28	-10.87	0.668662376	-1.260775655
-69.28	-10.87	0.15171406	-1.140173736
-68.28	-10.87	0.236995168	-0.728540559
-67.28	-10.87	0.262964343	-1.081233732
-66.28	-10.87	0.453054666	-1.461346425
-65.28	-10.87	4.743173635	-1.248834971
-64.28	-10.87	2.596950011	-1.346813738
-63.28	-10.87	4.382076371	-1.223332443
-62.28	-10.87	3.187088828	-1.231380203
-61.28	-10.87	3.144579512	-1.708974897
-60.28	-10.87	3.186098483	-1.324749039
-59.28	-10.87	3.594563623	-1.317890993
-58.28	-10.87	0.288266833	-2.205799294
-57.28	-10.87	0.114071872	-1.980888674
-56.28	-10.87	-0.000195783	-2.274630885
-55.28	-10.87	-0.045168095	-1.805946326
-54.28	-10.87	0.252228838	-1.889106199
-53.28	-10.87	-0.036331696	-1.791490302
-52.28	-10.87	-0.094773434	-1.906527514
-51.28	-10.87	-0.160353711	-1.120942024
-50.28	-10.87	-0.214857367	-0.951483771
-49.28	-10.87	-0.364210283	-0.466084542
-48.28	-10.87	-0.304225531	-0.724440267
-47.28	-10.87	-0.199447851	0.147102765
-46.28	-10.87	-0.273632187	0.148787044
-45.28	-10.87	-0.278653165	0.33630764
-44.28	-10.87	-0.240381536	0.537025761
-43.28	-10.87	0.139469914	1.504542895
-42.28	-10.87	0.037629082	0.823626229
-41.28	-10.87	0.245233418	1.107080371
-40.28	-10.87	-0.004251265	1.332216494
-39.28	-10.87	0.36564337	0.754640877
-38.28	-10.87	0.103521331	-0.044077174
-37.28	-10.87	0.463836224	0.36223561
-78.28	-9.873	-0.583530491	-2.303633923
-77.28	-9.873	-0.085580022	-1.645852222
-76.28	-9.873	-0.325314457	-2.323596858
-75.28	-9.873	0.606723368	-0.555214515
-74.28	-9.873	0.38781597	-1.255701462
-73.28	-9.873	0.73990532	-2.459797552
-72.28	-9.873	0.849379803	-1.915304051
-71.28	-9.873	0.75939138	-2.20710921
-70.28	-9.873	0.672207878	-1.163693617
-69.28	-9.873	0.231776785	-1.014813834
-68.28	-9.873	0.341323255	-0.563320281
-67.28	-9.873	0.374211104	-0.98409923
-66.28	-9.873	0.944252529	-1.623973023
-65.28	-9.873	0.477648838	-2.149306042
-64.28	-9.873	3.058528906	-1.653287984
-63.28	-9.873	3.086509339	-1.187148724
-62.28	-9.873	2.969183751	-1.15423395
-61.28	-9.873	3.446479836	-1.709709439
-60.28	-9.873	3.33746505	-1.825189729
-59.28	-9.873	0.093067356	-2.503640072
-58.28	-9.873	0.339183242	-2.228463261
-57.28	-9.873	0.318907026	-2.018839945
-56.28	-9.873	-0.002194824	-2.412856518
-55.28	-9.873	0.119843805	-2.000483019
-54.28	-9.873	-0.069332947	-1.526159945
-53.28	-9.873	0.294974267	-1.765333788
-52.28	-9.873	0.22746538	-2.07701398
-51.28	-9.873	0.065775924	-1.906571201
-50.28	-9.873	-0.208178403	-1.979651041
-49.28	-9.873	-0.240416194	-1.85057009
-48.28	-9.873	-0.313984155	-0.439595763
-47.28	-9.873	-0.104946091	0.333001391
-46.28	-9.873	-0.278791649	0.339910456
-45.28	-9.873	-0.218062072	0.288234698
-44.28	-9.873	-0.223753173	0.468617231
-43.28	-9.873	-0.234099228	0.521468056
-42.28	-9.873	-0.142954174	0.967204802
-41.28	-9.873	0.094643346	1.099613722
-40.28	-9.873	0.236314287	0.661126867
-39.28	-9.873	1.118804668	0.668671997
-38.28	-9.873	0.692074371	0.051293856
-37.28	-9.873	0.488016897	-0.031216629
-36.28	-9.873	0.351685513	0.154884843
-78.28	-8.873	-0.459339344	-1.289791831
-77.28	-8.873	-0.370138796	-1.732161236
-76.28	-8.873	-0.201796527	-1.457133052
-75.28	-8.873	0.360184583	-0.804700947
-74.28	-8.873	0.923517462	-1.909982
-73.28	-8.873	0.755751669	-1.877105038
-72.28	-8.873	0.778898083	-2.050784598
-71.28	-8.873	0.849154733	-2.02546937
-70.28	-8.873	0.748727623	-1.298870915
-69.28	-8.873	0.555458188	-1.095846809
-68.28	-8.873	0.969068796	-0.811077209
-67.28	-8.873	0.343485832	-1.027801945
-66.28	-8.873	0.294669183	-1.831850295
-65.28	-8.873	0.548024488	-1.552895862
-64.28	-8.873	3.363280509	-1.195349366
-63.28	-8.873	3.530700006	-1.082981755
-62.28	-8.873	2.524350005	-1.494280358
-61.28	-8.873	3.184185782	-1.273070085
-60.28	-8.873	3.533182489	-1.519775139
-59.28	-8.873	0.227489124	-2.108163117
-58.28	-8.873	0.172274482	-2.284050305
-57.28	-8.873	0.192717254	-2.34052549
-56.28	-8.873	0.08042884	-2.042187985
-55.28	-8.873	-0.01336077	-1.852247992
-54.28	-8.873	0.033642668	-1.904672172
-53.28	-8.873	0.027882043	-1.730331702
-52.28	-8.873	0.442776387	-1.586010894
-51.28	-8.873	-0.023212243	-1.95992513
-50.28	-8.873	-0.133065764	-1.918662981
-49.28	-8.873	-0.006623386	-1.698121291
-48.28	-8.873	-0.20034078	-1.534468315
-47.28	-8.873	-0.135581012	0.276014963
-46.28	-8.873	-0.188857697	0.476761602
-45.28	-8.873	-0.15923607	0.176669396
-44.28	-8.873	-0.199944981	0.435395005
-43.28	-8.873	-0.211226047	0.571050103
-42.28	-8.873	-0.006245079	1.323878056
-41.28	-8.873	0.030415947	0.965130907
-40.28	-8.873	0.13967851	1.129843311
-39.28	-8.873	0.181623151	0.860153038
-38.28	-8.873	1.529516688	-1.028056815
-37.28	-8.873	0.6006584	-0.506153273
-36.28	-8.873	0.233414262	-0.472864059
-35.28	-8.873	0.41105391	-0.614625329
-79.28	-7.873	0.480927604	-0.313699443
-78.28	-7.873	-0.215361875	-1.145562687
-77.28	-7.873	0.131306166	-0.79717467
-76.28	-7.873	0.40185662	-0.70842985
-75.28	-7.873	-0.052344865	-2.413796873
-74.28	-7.873	1.249507392	-2.244342018
-73.28	-7.873	0.945722742	-1.940997857
-72.28	-7.873	1.004075102	-1.726200341
-71.28	-7.873	0.703972965	-2.024799022
-70.28	-7.873	0.963080466	-2.103451535
-69.28	-7.873	1.086073848	-2.286440023
-68.28	-7.873	0.613132009	-2.29911773
-67.28	-7.873	0.407088253	-1.873246576
-66.28	-7.873	0.503222626	-1.451779174
-65.28	-7.873	0.565906718	-1.414901271
-64.28	-7.873	3.533829406	-0.998758467
-63.28	-7.873	3.001048381	-0.953656059
-62.28	-7.873	3.469585353	-1.115001885
-61.28	-7.873	3.506782559	-1.197419242
-60.28	-7.873	0.31103385	-2.387182118
-59.28	-7.873	0.313156502	-1.816125125
-58.28	-7.873	0.524389889	-2.014637765
-57.28	-7.873	0.318845671	-1.784368654
-56.28	-7.873	0.482196006	-1.945676649
-55.28	-7.873	0.108646411	-1.485715902
-54.28	-7.873	0.080666879	-1.58674447
-53.28	-7.873	0.197354053	-1.589361041
-52.28	-7.873	0.083591104	-1.868888442
-51.28	-7.873	-0.254006653	-2.723702617
-50.28	-7.873	-0.053428314	-2.219764783
-49.28	-7.873	0.248933117	-1.667882391
-48.28	-7.873	-0.004264206	-1.183537881
-47.28	-7.873	0.098944761	-0.722696989
-46.28	-7.873	0.005154661	0.883248106
-45.28	-7.873	-0.203628027	0.471102608
-44.28	-7.873	-0.215471198	0.532970245
-43.28	-7.873	-0.244063082	0.354750633
-42.28	-7.873	-0.022550697	1.234396657
-41.28	-7.873	-0.197204876	0.811604333
-40.28	-7.873	-0.122134154	0.649878913
-39.28	-7.873	0.324752259	0.317441553
-38.28	-7.873	0.200955993	-0.800852409
-37.28	-7.873	1.180278479	-0.477703041
-36.28	-7.873	0.46106334	-0.505598203
-35.28	-7.873	0.416993823	-0.554726008
-79.28	-6.873	0.782930744	-0.50728033
-78.28	-6.873	-0.255338089	-0.787946131
-77.28	-6.873	-0.271347779	-0.504105994
-76.28	-6.873	0.524682038	-0.478692994
-75.28	-6.873	0.745858725	-1.629929738
-74.28	-6.873	0.92514087	-2.190444956
-73.28	-6.873	0.980160271	-2.39711908
-72.28	-6.873	1.014097908	-1.745305077
-71.28	-6.873	0.96173364	-1.785744688
-70.28	-6.873	0.926591167	-2.026127986
-69.28	-6.873	1.182617434	-2.012097877
-68.28	-6.873	0.758930626	-2.100198003
-67.28	-6.873	0.631215322	-1.350714726
-66.28	-6.873	0.455820538	-1.581466445
-65.28	-6.873	0.633237205	-1.260424472
-64.28	-6.873	3.21866726	-0.907037589
-63.28	-6.873	2.789615936	-1.373177674
-62.28	-6.873	2.599012762	-1.548266658
-61.28	-6.873	0.187258387	-1.944997756
-60.28	-6.873	0.830893695	-1.92139359
-59.28	-6.873	0.331446103	-1.92813105
-58.28	-6.873	0.108822669	-2.377422572
-57.28	-6.873	0.292395797	-1.980714967
-56.28	-6.873	0.352574004	-1.636981581
-55.28	-6.873	-0.071562651	-1.912581813
-54.28	-6.873	0.021343717	-2.252400573
-53.28	-6.873	-0.1165292	-1.784509122
-52.28	-6.873	-0.179994655	-2.042754321
-51.28	-6.873	-0.161214017	-2.293342567
-50.28	-6.873	-0.243024638	-1.881979115
-49.28	-6.873	-0.047987952	-1.191707293
-48.28	-6.873	-0.004389126	-1.121248825
-47.28	-6.873	0.68848499	-0.469136999
-46.28	-6.873	0.763241407	-0.23408747
-45.28	-6.873	0.310574061	1.493727848
-44.28	-6.873	-0.195898607	0.734376421
-43.28	-6.873	-0.001547361	1.214573536
-42.28	-6.873	0.026806926	0.850382772
-41.28	-6.873	-0.194174163	0.266777378
-40.28	-6.873	-0.257671442	0.929609654
-39.28	-6.873	-0.141861654	0.34422801
-38.28	-6.873	0.258262987	-0.93036974
-37.28	-6.873	0.642183812	-0.494906514
-36.28	-6.873	0.577857882	-0.548328067
-35.28	-6.873	0.902722991	-0.65996141
-80.28	-5.873	0.393202075	-1.038200881
-79.28	-5.873	0.250063792	-0.909416024
-78.28	-5.873	0.44301357	-1.420644202
-77.28	-5.873	0.742985918	-0.482246152
-76.28	-5.873	1.157260103	-1.565926991
-75.28	-5.873	1.449839983	-1.594569033
-74.28	-5.873	0.952589631	-1.420244386
-73.28	-5.873	0.524242556	-2.02366309
-72.28	-5.873	0.88083684	-2.209131752
-71.28	-5.873	0.814030945	-2.302251469
-70.28	-5.873	1.045982661	-2.094486424
-69.28	-5.873	0.912682517	-2.156568924
-68.28	-5.873	0.980339013	-2.172554755
-67.28	-5.873	0.533238487	-1.558070349
-66.28	-5.873	0.405976225	-1.618641142
-65.28	-5.873	0.670919414	-1.395405597
-64.28	-5.873	0.833022757	-1.724535212
-63.28	-5.873	0.500385497	-1.646793696
-62.28	-5.873	0.380004849	-2.363601838
-61.28	-5.873	0.412544723	-1.518127269
-60.28	-5.873	0.44864963	-1.911428196
-59.28	-5.873	0.253025594	-2.036854119
-58.28	-5.873	0.659400537	-2.101830297
-57.28	-5.873	-0.019640487	-2.608397279
-56.28	-5.873	-0.027331108	-2.291319119
-55.28	-5.873	0.009976073	-2.333261624
-54.28	-5.873	-0.25767646	-1.936671978
-53.28	-5.873	-0.175119559	-1.914348187
-52.28	-5.873	-0.190489306	-2.022274961
-51.28	-5.873	-0.345322347	-1.947122474
-50.28	-5.873	-0.305433782	-2.260252265
-49.28	-5.873	-0.031839723	-1.62876511
-48.28	-5.873	0.103076694	-1.160915084
-47.28	-5.873	0.123805663	-0.37678806
-46.28	-5.873	0.144457452	-0.355961378
-45.28	-5.873	0.024247972	-0.794614472
-44.28	-5.873	0.014881091	0.959468038
-43.28	-5.873	-0.015510952	0.791500314
-42.28	-5.873	0.013399839	0.551520323
-41.28	-5.873	-0.342776754	0.338049276
-40.28	-5.873	-0.251761421	0.356428559
-39.28	-5.873	-0.249387853	0.368876784
-38.28	-5.873	0.136266811	-0.185023248
-37.28	-5.873	0.183149744	-0.305439983
-36.28	-5.873	0.436056876	-0.764798821
-35.28	-5.873	0.593414568	-0.851318788
-81.28	-4.873	1.047768572	-0.230263114
-80.28	-4.873	0.003269404	-1.002186476
-79.28	-4.873	0.500685981	-1.118141454
-78.28	-4.873	1.420729885	-0.149469297
-77.28	-4.873	1.079448558	-1.143143173
-76.28	-4.873	1.149380268	-1.692321549
-75.28	-4.873	1.479704896	-1.878729042
-74.28	-4.873	1.434222975	-1.590981416
-73.28	-4.873	1.055983604	-2.158215194
-72.28	-4.873	0.924623228	-2.270960118
-71.28	-4.873	0.912454942	-2.039954119
-70.28	-4.873	1.684690423	-1.987256017
-69.28	-4.873	0.294176382	-1.930901813
-68.28	-4.873	0.50394484	-1.644606638
-67.28	-4.873	-0.041293092	-1.725809388
-66.28	-4.873	0.332001858	-2.031467751
-65.28	-4.873	0.404375248	-1.836455175
-64.28	-4.873	0.499971171	-1.53597676
-63.28	-4.873	0.916347446	-1.470066978
-62.28	-4.873	0.821683102	-1.240817951
-61.28	-4.873	0.618738464	-1.858091204
-60.28	-4.873	0.568461808	-1.765117618
-59.28	-4.873	0.617585125	-1.720924353
-58.28	-4.873	0.808701332	-1.985093886
-57.28	-4.873	0.628299459	-1.9657423
-56.28	-4.873	0.392982413	-1.715067591
-55.28	-4.873	0.151607641	-1.923203502
-54.28	-4.873	0.168227269	-1.667117892
-53.28	-4.873	0.116737523	-1.437659925
-52.28	-4.873	0.167473707	-1.980756169
-51.28	-4.873	-0.278065467	-2.448804617
-50.28	-4.873	-0.289025814	-2.122896312
-49.28	-4.873	-0.075386618	-1.620502311
-48.28	-4.873	-0.210482936	-1.636195912
-47.28	-4.873	0.155014721	-0.31396745
-46.28	-4.873	0.127360429	-0.41372172
-45.28	-4.873	0.111037404	-0.815222764
-44.28	-4.873	-0.118346209	0.979631351
-43.28	-4.873	-0.079923879	0.936120142
-42.28	-4.873	0.062022339	0.795378763
-41.28	-4.873	-0.382946298	-0.297059746
-40.28	-4.873	-0.350921418	-0.005214064
-39.28	-4.873	-0.275701481	0.273385083
-38.28	-4.873	-0.260033897	-1.245649524
-37.28	-4.873	0.090224064	-0.206589947
-80.28	-3.873	-0.035227093	-0.558874209
-79.28	-3.873	0.328260522	-0.879884651
-78.28	-3.873	0.586777685	-1.368942589
-77.28	-3.873	0.882487005	-1.873721078
-76.28	-3.873	1.058095544	-1.961957353
-75.28	-3.873	1.718456709	-0.300877021
-74.28	-3.873	1.534069707	-0.621960074
-73.28	-3.873	1.24114264	-0.95300527
-72.28	-3.873	1.503461827	-0.845766224
-71.28	-3.873	1.333076502	-1.724789335
-70.28	-3.873	0.564938922	-1.857142661
-69.28	-3.873	0.208434376	-1.881910035
-68.28	-3.873	0.396946411	-2.017885219
-67.28	-3.873	0.01695014	-2.524706392
-66.28	-3.873	0.093957014	-2.416305317
-65.28	-3.873	0.348527871	-1.936450091
-64.28	-3.873	0.277027387	-1.721193233
-63.28	-3.873	0.826668011	-1.164496013
-62.28	-3.873	0.775517034	-1.342393511
-61.28	-3.873	1.419322392	-1.515875487
-60.28	-3.873	1.175728412	-1.175961401
-59.28	-3.873	0.246662617	-1.720238044
-58.28	-3.873	0.400495912	-1.902187371
-57.28	-3.873	0.460720457	-1.872751124
-56.28	-3.873	0.299355551	-1.844505453
-55.28	-3.873	0.1988041	-1.522519004
-54.28	-3.873	0.539215823	-2.025723988
-53.28	-3.873	0.253227073	-1.805829556
-52.28	-3.873	0.006297794	-1.687759338
-51.28	-3.873	-0.139342142	-2.143023586
-50.28	-3.873	0.084582439	-1.497179285
-49.28	-3.873	0.01516399	-1.168090299
-48.28	-3.873	0.166045045	-1.256322959
-47.28	-3.873	0.091572951	-1.301296619
-46.28	-3.873	0.241685489	-0.493387629
-45.28	-3.873	-0.130778381	-0.85626302
-44.28	-3.873	0.286936374	-0.64589131
-43.28	-3.873	0.10244262	1.010848459
-42.28	-3.873	-0.177781507	0.831793696
-41.28	-3.873	-0.326409059	-0.003914262
-40.28	-3.873	-0.332248619	0.141363974
-39.28	-3.873	-0.183199545	0.060015344
-79.28	-2.873	0.245553581	-0.50534427
