30	5	(A B C D E)
1	00110
2	00010
3	00110
4	10101
5	00100
6	00100
7	10000
8	01100
9	01100
10	00100
11	01000
12	00101
13	00100
14	10100
15	00100
16	00100
17	00010
18	10000
19	10000
20	00010
21	10000
22	10000
23	00100
24	00100
25	00100
26	00100
27	00100
28	01100
29	00110
30	01100
